category,neighborhood,district,location_raw,price_per_aana,land_size_aana,calculated_total_price,road_width_feet,road_type,facing,is_wide_road,is_price_suspect,is_large_plot,is_rate_outlier,is_price_outlier
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5800000.0,,,20.0,Paved,South,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,,,13.0,Paved,West,False,False,False,False,False
land,Suryabinayak,Bhaktapur,"Suryabinayak, Bhaktapur",4200000.0,4.1,17220000.0,18.0,Pitched,South-East,False,False,False,False,False
land,Chamati,Kathmandu,"Chamati, Kathmandu",7300000.0,4.3,31390000.0,26.0,Pitched,South,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",4000000.0,5.2,20800000.0,11.0,Gravel,South,False,False,False,False,False
land,Narayantar,Kathmandu,"Narayantar, Kathmandu",4700000.0,5.1,23970000.0,13.0,Paved,North-East,False,False,False,False,False
land,Bode,Bhaktapur,"Bode, Bhaktapur",2200000.0,,,20.0,Paved,West,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",5500000.0,4.2,23100000.0,13.0,Gravel,North,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",3800000.0,7.3,27740000.0,13.0,Gravel,South,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",4600000.0,3.2,14720000.0,20.0,Gravel,North-East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6500000.0,,,14.0,Paved,East,False,False,False,False,False
land,Manamaiju,Kathmandu,"Manamaiju, Kathmandu",5500000.0,5.1,28050000.0,,,South-West,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",4900000.0,,,26.0,Gravel,North-East,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4500000.0,,,,,North,False,False,False,False,False
land,Baluwatar,Kathmandu,"Baluwatar, Kathmandu",6800000.0,,,,,South,False,False,False,False,False
land,Pasikot,Kathmandu,"Pasikot, Kathmandu",4716981.132075472,5.3,25000000.0,20.0,Pitched,East,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",4500000.0,,,10.0,Paved,South,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6500000.0,,,14.0,Paved,East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,20.0,Gravel,South-East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6000000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Thali,Kathmandu,"Thali, Kathmandu",3200000.0,,,13.0,Paved,West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,13.0,Paved,North-East,False,False,False,False,False
land,Dhobighat,Lalitpur,"Dhobighat, Lalitpur",6500000.0,,,,,North,False,False,False,False,False
land,Ochu Height,Lalitpur,"Ochu Height, Lalitpur",4800000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Changathali,Lalitpur,"Changathali, Lalitpur",4000000.0,,,13.0,Paved,South,False,False,False,False,False
land,Hariyalinagar,Kathmandu,"Hariyalinagar, Kathmandu",2200000.0,,,16.0,Paved,North,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,,,20.0,Gravel,South,False,False,False,False,False
land,Chhauni,Kathmandu,"Chhauni, Kathmandu",6500000.0,,,,,South,False,False,False,False,False
land,White Gumba,Kathmandu,"White Gumba, Kathmandu",1700000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Baluwa,Kathmandu,"Baluwa, Kathmandu",950000.0,3.1,2945000.0,13.0,Gravel,,False,False,False,False,False
land,Ramkot,Kathmandu,"Ramkot, Kathmandu",3500000.0,3.2,11200000.0,13.0,Paved,South,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4000000.0,4.2,16800000.0,20.0,Gravel,South,False,False,False,False,False
land,Gundu,Bhaktapur,"Gundu, Bhaktapur",1500000.0,,,,,East,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4300000.0,,,16.0,Pitched,South-West,False,False,False,False,False
land,Shivanagar,Chitwan,"Shivanagar, Chitwan",,,,20.0,Pitched,East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Tokha,Kathmandu,"Tokha, Kathmandu",6800000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Changathali,Lalitpur,"Changathali, Lalitpur",3500000.0,,,20.0,Gravel,South-East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6500000.0,4.2,27300000.0,20.0,Gravel,East,False,False,False,False,False
land,Kusunti,Lalitpur,"Kusunti, Lalitpur",,,,26.0,Gravel,East,False,False,False,False,False
land,Hepali Height,Kathmandu,"Hepali Height, Kathmandu",6500000.0,3.2,20800000.0,,,South,False,False,False,False,False
land,Bansbari,Kathmandu,"Bansbari, Kathmandu",6500000.0,,,16.0,Pitched,South,False,False,False,False,False
land,Bansbari,Kathmandu,"Bansbari, Kathmandu",5600000.0,,,16.0,Paved,East,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",5500000.0,,,,,North,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3800000.0,,,13.0,Paved,East,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3100000.0,3.2,9920000.0,13.0,Gravel,East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,,,20.0,Paved,South,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3000000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",5500000.0,2.2,12100000.000000002,13.0,Paved,East,False,False,False,False,False
land,Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu",7600000.0,6.3,47880000.0,20.0,Pitched,South-East,False,False,False,False,False
land,Rampur,Dhanusa,"Rampur, Dhanusa",,0.4,,20.0,Paved,West,False,False,False,False,False
land,Banasthali,Kathmandu,"Banasthali, Kathmandu",1908000.0,,,,,,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",2700000.0,,,20.0,Gravel,South-West,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3300000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Sitapakha,Lalitpur,"Sitapakha, Lalitpur",4000000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Sunkhani,Nuwakot,"Sunkhani, Nuwakot",87500.0,,,12.0,Gravel,North,False,False,False,True,False
land,Sunkhani,Nuwakot,"Sunkhani, Nuwakot",,,125000000.0,16.0,Gravel,East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2900000.0,3.2,9280000.0,13.0,Gravel,North-West,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",4000000.0,3.2,12800000.0,13.0,Paved,East,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4500000.0,,,13.0,Paved,South,False,False,False,False,False
land,Birtamode,Jhapa,"Birtamode, Jhapa",1502347.4178403756,,,20.0,Gravel,North,False,False,False,False,False
land,Kadaghari,Kathmandu,"Kadaghari, Kathmandu",3900000.0,,,20.0,Gravel,South,False,False,False,False,False
land,Thali,Kathmandu,"Thali, Kathmandu",2000000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Mulpani,Kathmandu,"Mulpani, Kathmandu",2500000.0,3.3,8250000.0,15.0,Gravel,West,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4200000.0,4.2,17640000.0,20.0,Paved,West,False,False,False,False,False
land,Kharibot,Kathmandu,"Kharibot, Kathmandu",7000000.0,,,13.0,Pitched,North-East,False,False,False,False,False
land,Kavresthali,Kathmandu,"Kavresthali, Kathmandu",1700000.0,,,13.0,Gravel,South-West,False,False,False,False,False
land,Mechinagar,Jhapa,"Mechinagar, Jhapa",,,,7.0,Pitched,West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Mahalaxmisthan,Lalitpur,"Mahalaxmisthan, Lalitpur",8000000.0,,,13.0,Paved,South,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5500000.0,5.2,28600000.0,20.0,Paved,North,False,False,False,False,False
land,Old Baneshwor,Kathmandu,"Old Baneshwor, Kathmandu",,,,18.0,Paved,East,False,False,False,False,False
land,Gatthaghar,Bhaktapur,"Gatthaghar, Bhaktapur",5500000.0,6.1,33550000.0,10.0,Pitched,West,False,False,False,False,False
land,Dahachowk,Kathmandu,"Dahachowk, Kathmandu",2400000.0,5.3,12720000.0,12.0,Gravel,,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",5800000.0,,,13.0,Gravel,North-East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4400000.0,4.2,18480000.0,20.0,Paved,North,False,False,False,False,False
land,Sunakothi,Lalitpur,"Sunakothi, Lalitpur",3500000.0,,,13.0,Paved,South,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",4300000.0,4.1,17630000.0,13.0,Gravel,North,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",4500000.0,,,20.0,Gravel,North,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,4.1,16399999.999999998,13.0,Paved,West,False,False,False,False,False
land,Kapan,Kathmandu,"Kapan, Kathmandu",4500000.0,,,13.0,Paved,North-East,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",4200000.0,4.2,17640000.0,13.0,Gravel,East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6500000.0,5.2,33800000.0,20.0,Pitched,North-East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",6500000.0,,,13.0,Paved,East,False,False,False,False,False
land,Dhobighat,Lalitpur,"Dhobighat, Lalitpur",7500000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Pasikot,Kathmandu,"Pasikot, Kathmandu",5200000.0,,,20.0,Gravel,East,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3800000.0,3.1,11780000.0,13.0,Paved,South,False,False,False,False,False
land,Sanepa,Lalitpur,"Sanepa, Lalitpur",8500000.0,,,14.0,Pitched,South,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3800000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3600000.0,,,13.0,Gravel,North,False,False,False,False,False
land,Daskilla,Dhading,"Daskilla, Dhading",,,,12.0,Gravel,North,False,False,False,False,False
land,Bafal,Lalitpur,"Bafal, Lalitpur",6500000.0,,,13.0,Pitched,South-West,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",5000000.0,6.2,31000000.0,13.0,Pitched,North-West,False,False,False,False,False
land,Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",7500000.0,8.2,61499999.99999999,16.0,Pitched,North-East,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",4500000.0,4.2,18900000.0,,,East,False,False,False,False,False
land,Guheshwori,Kathmandu,"Guheshwori, Kathmandu",6500000.0,2.2,14300000.000000002,12.0,Pitched,East,False,False,False,False,False
land,Kurtha,Dhanusa,"Kurtha, Dhanusa",1690140.8450704226,0.12,202816.9014084507,42.0,Pitched,North,True,False,False,False,False
land,Godawari,Lalitpur,"Godawari, Lalitpur",2500000.0,4.1,10250000.0,20.0,Paved,East,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4000000.0,3.1,12400000.0,13.0,Paved,North-East,False,False,False,False,False
land,Mujeliya,Dhanusa,"Mujeliya, Dhanusa",2816901.4084507045,0.18,507042.2535211268,52.0,Paved,East,True,False,False,False,False
land,Kurtha,Dhanusa,"Kurtha, Dhanusa",5633802.816901409,,,13.0,Gravel,South,False,False,False,False,False
land,Baluwatar,Kathmandu,"Baluwatar, Kathmandu",8000000.0,22.5,180000000.0,20.0,Pitched,South,False,False,False,False,False
land,Ganesh Chowk,Kathmandu,"Ganesh Chowk, Kathmandu",,,3700000.0,13.0,Pitched,South,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,3.3,12540000.0,20.0,Gravel,North-East,False,False,False,False,False
land,Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",2200000.0,,,13.0,Gravel,,False,False,False,False,False
land,Kurtha,Dhanusa,"Kurtha, Dhanusa",638497.6525821596,0.22,140469.4835680751,,,East,False,False,False,False,False
land,Ekatabasti,Kathmandu,"Ekatabasti, Kathmandu",,,25000000.0,13.0,Pitched,West,False,False,False,False,False
land,Sanobharyang,Kathmandu,"Sanobharyang, Kathmandu",,,,20.0,Pitched,East,False,False,False,False,False
land,Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",6000000.0,,,20.0,Pitched,North,False,False,False,False,False
land,Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",8000000.0,,,22.0,Pitched,South,False,False,False,False,False
land,Dillibazar,Kathmandu,"Dillibazar, Kathmandu",7700000.0,4.2,32340000.0,20.0,Pitched,South,False,False,False,False,False
land,Thaiba,Lalitpur,"Thaiba, Lalitpur",2600000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",4100000.0,,,12.0,Gravel,South,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3300000.0,,,20.0,Gravel,North-East,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,,,8.0,Gravel,South,False,False,False,False,False
land,Chobhar,Kathmandu,"Chobhar, Kathmandu",2800000.0,11.2,31360000.0,22.0,Pitched,North-East,False,False,False,False,False
land,Chobhar,Kathmandu,"Chobhar, Kathmandu",2800000.0,5.2,14560000.0,20.0,Pitched,South-West,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4300000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,13.0,Gravel,North,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,4.2,18900000.0,13.0,Gravel,South-West,False,False,False,False,False
land,Kuleshwor,Kathmandu,"Kuleshwor, Kathmandu",6000000.0,,,16.0,Pitched,North-West,False,False,False,False,False
land,Ramhiti,Kathmandu,"Ramhiti, Kathmandu",,19.2,,12.0,Pitched,East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3000000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Bafal,Lalitpur,"Bafal, Lalitpur",6800000.0,,,12.0,Pitched,East,False,False,False,False,False
land,Bafal,Lalitpur,"Bafal, Lalitpur",6800000.0,10.2,69360000.0,13.0,Pitched,South,False,False,False,False,False
land,Ochu Height,Lalitpur,"Ochu Height, Lalitpur",,,3800000.0,10.0,Gravel,South,False,False,False,False,False
land,Radhe Radhe,Bhaktapur,"Radhe Radhe, Bhaktapur",,2.2,,,Pitched,South,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,4.2,18900000.0,13.0,Gravel,South-West,False,False,False,False,False
land,Gairidhara,Kathmandu,"Gairidhara, Kathmandu",9000000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Sanepa,Lalitpur,"Sanepa, Lalitpur",8000000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Tokha Chandeshwori,Kathmandu,"Tokha Chandeshwori, Kathmandu",3000000.0,3.2,9600000.0,13.0,Pitched,West,False,False,False,False,False
land,Ochu Height,Lalitpur,"Ochu Height, Lalitpur",4100000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Zero Mile,Dhanusa,"Zero Mile, Dhanusa",,,700000.0,14.0,Gravel,South-East,False,False,False,False,False
land,Pidariya Mai Temple,Dhanusa,"Pidariya Mai Temple, Dhanusa",1502347.4178403756,0.5,751173.7089201878,,,North-West,False,False,False,False,False
land,Tahachal,Kathmandu,"Tahachal, Kathmandu",5000000.0,,,13.0,Pitched,North-East,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3700000.0,3.3,12210000.0,13.0,Gravel,South-East,False,False,False,False,False
land,Khahare,Kathmandu,"Khahare, Kathmandu",,,,16.0,Pitched,,False,False,False,False,False
land,Harhar Mahadev,Kathmandu,"Harhar Mahadev, Kathmandu",,12.2,,18.0,Pitched,,False,False,False,False,False
land,Kageshwari Manohara,Kathmandu,"Kageshwari Manohara, Kathmandu",,,,15.0,Pitched,East,False,False,False,False,False
land,Sankhu,Kathmandu,"Sankhu, Kathmandu",749999.9999999999,2.2,1650000.0,10.0,Pitched,East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5200000.0,,,13.0,Paved,South,False,False,False,False,False
land,Ochu Height,Lalitpur,"Ochu Height, Lalitpur",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Nil Barahi Mandir,Bhaktapur,"Nil Barahi Mandir, Bhaktapur",928571.4285714284,4.2,3900000.0,,,South-East,False,False,False,False,False
land,Muhanpokhari,Kathmandu,"Muhanpokhari, Kathmandu",3500000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Siddhipur,Lalitpur,"Siddhipur, Lalitpur",4300000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Kaushaltar,Bhaktapur,"Kaushaltar, Bhaktapur",4000000.0,,,13.0,Gravel,North,False,False,False,False,False
land,Campus Chowk,Dhanusa,"Campus Chowk, Dhanusa",2816901.4084507045,0.18,507042.2535211268,29.0,Pitched,South,False,False,False,False,False
land,Machhe Gaun,Kathmandu,"Machhe Gaun, Kathmandu",,,13000000.0,14.0,Pitched,North-East,False,False,False,False,False
land,Rajaul,Dhanusa,"Rajaul, Dhanusa",845070.4225352113,,,14.0,Gravel,West,False,False,False,False,False
land,Mujeliya,Dhanusa,"Mujeliya, Dhanusa",751173.7089201878,0.17,127699.53051643191,15.0,Gravel,South,False,False,False,False,False
land,Basundhara,Kathmandu,"Basundhara, Kathmandu",7000000.0,7.1,49700000.0,13.0,Pitched,East,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",4100000.0,,,20.0,Paved,South,False,False,False,False,False
land,Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",4100000.0,,,20.0,Paved,South,False,False,False,False,False
land,Chalnakhel,Kathmandu,"Chalnakhel, Kathmandu",,,1800000.0,13.0,Pitched,South,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",4100000.0,,,13.0,Paved,North-East,False,False,False,False,False
land,Kurtha,Dhanusa,"Kurtha, Dhanusa",1220657.2769953052,0.13,158685.44600938968,42.0,Pitched,South,True,False,False,False,False
land,Sapantirtha,Kathmandu,"Sapantirtha, Kathmandu",3500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",4200000.0,,,13.0,Paved,South,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3400000.0,,,13.0,Paved,West,False,False,False,False,False
land,Pidariya Mai Temple,Dhanusa,"Pidariya Mai Temple, Dhanusa",1596244.131455399,0.5,798122.0657276995,12.0,Gravel,North,False,False,False,False,False
land,Sitapaila,Kathmandu,"Sitapaila, Kathmandu",,,,13.0,Pitched,South,False,False,False,False,False
land,Mujeliya,Dhanusa,"Mujeliya, Dhanusa",751173.7089201878,0.17,127699.53051643191,16.0,Gravel,North,False,False,False,False,False
land,Mujeliya,Dhanusa,"Mujeliya, Dhanusa",845070.4225352113,0.11,92957.74647887325,13.0,Pitched,South-West,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,13.0,Gravel,North,False,False,False,False,False
land,Chapali,Kathmandu,"Chapali, Kathmandu",500000.00000000006,10.2,5100000.0,13.0,Pitched,North-East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,20.0,Paved,East,False,False,False,False,False
land,Changathali,Lalitpur,"Changathali, Lalitpur",3000000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",3800000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Mills Area,Dhanusa,"Mills Area, Dhanusa",14084507.042253522,0.7,9859154.929577464,41.0,Pitched,East,True,False,False,False,False
land,Bega Shivapur,Dhanusa,"Bega Shivapur, Dhanusa",1314553.9906103287,,,42.0,Pitched,North,True,False,False,False,False
land,Mills Area,Dhanusa,"Mills Area, Dhanusa",1877934.2723004697,0.7,1314553.9906103287,26.0,Paved,South,False,False,False,False,False
land,Old Baneshwor,Kathmandu,"Old Baneshwor, Kathmandu",8000000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",,,4000000.0,13.0,Gravel,South-West,False,False,False,False,False
land,Newroad,Kaski,"Newroad, Kaski",,7.4,,,Pitched,East,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",,,4500000.0,13.0,Pitched,North,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4500000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Mahendra Chowk,Morang,"Mahendra Chowk, Morang",6666666.666666667,1.5,10000000.0,20.0,Gravel,East,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4000000.0,4.3,17200000.0,20.0,Pitched,West,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4200000.0,,,13.0,Gravel,South,False,False,False,False,False
